time;Model Root/CTRL_VEH/DriveMode [0|1|2|3|4]/Value;Model Root/CTRL_VEH/DriverRequest [%]/Value;Model Root/STATUS_BAT/StateOfCharge [%]/Value;Model Root/STATUS_VEH/Recuperation [0|1]/In1;Model Root/STATUS_VEH/VehicleTractionStandby [0|1]/In1
5.470000;4.00;50.00;69.98;0.00;1.00
5.480000;4.00;50.00;69.98;0.00;1.00
5.490000;4.00;50.00;69.98;0.00;1.00
5.500000;4.00;50.00;69.98;0.00;1.00
5.510000;4.00;50.00;69.98;0.00;1.00
5.520000;4.00;50.00;69.98;0.00;1.00
5.530000;4.00;50.00;69.98;0.00;1.00
5.540000;4.00;50.00;69.98;0.00;1.00
5.550000;4.00;50.00;69.98;0.00;1.00
5.560000;4.00;50.00;69.98;0.00;1.00
5.570000;4.00;50.00;69.98;0.00;1.00
5.580000;4.00;50.00;69.98;0.00;1.00
5.590000;4.00;50.00;69.98;0.00;1.00
5.600000;4.00;50.00;69.98;0.00;1.00
5.610000;4.00;50.00;69.98;0.00;1.00
5.620000;4.00;50.00;69.98;0.00;1.00
5.630000;4.00;50.00;69.98;0.00;1.00
5.640000;4.00;50.00;69.98;0.00;1.00
5.650000;4.00;50.00;69.98;0.00;1.00
5.660000;4.00;50.00;69.98;0.00;1.00
5.670000;4.00;50.00;69.98;0.00;1.00
5.680000;4.00;50.00;69.98;0.00;1.00
5.690000;4.00;50.00;69.98;0.00;1.00
5.700000;4.00;50.00;69.98;0.00;1.00
5.710000;4.00;50.00;69.98;0.00;1.00
5.720000;4.00;50.00;69.98;0.00;1.00
5.730000;4.00;50.00;69.98;0.00;1.00
5.740000;4.00;50.00;69.98;0.00;1.00
5.750000;4.00;50.00;69.98;0.00;1.00
5.760000;4.00;50.00;69.98;0.00;1.00
5.770000;4.00;50.00;69.98;0.00;1.00
5.780000;4.00;50.00;69.97;0.00;1.00
5.790000;4.00;50.00;69.97;0.00;1.00
5.800000;4.00;50.00;69.97;0.00;1.00
5.810000;4.00;50.00;69.97;0.00;1.00
5.820000;4.00;50.00;69.97;0.00;1.00
5.830000;4.00;50.00;69.97;0.00;1.00
5.840000;4.00;50.00;69.97;0.00;1.00
5.850000;4.00;50.00;69.97;0.00;1.00
5.860000;4.00;50.00;69.97;0.00;1.00
5.870000;4.00;50.00;69.97;0.00;1.00
5.880000;4.00;50.00;69.97;0.00;1.00
5.890000;4.00;50.00;69.97;0.00;1.00
5.900000;4.00;50.00;69.97;0.00;1.00
5.910000;4.00;50.00;69.97;0.00;1.00
5.920000;4.00;50.00;69.97;0.00;1.00
5.930000;4.00;50.00;69.97;0.00;1.00
5.940000;4.00;50.00;69.97;0.00;1.00
5.950000;4.00;50.00;69.97;0.00;1.00
5.960000;4.00;50.00;69.97;0.00;1.00
5.970000;4.00;50.00;69.97;0.00;1.00
5.980000;4.00;50.00;69.97;0.00;1.00
5.990000;4.00;50.00;69.97;0.00;1.00
6.000000;4.00;50.00;69.97;0.00;1.00
6.010000;4.00;50.00;69.97;0.00;1.00
6.020000;4.00;50.00;69.97;0.00;1.00
6.030000;4.00;50.00;69.97;0.00;1.00
6.040000;4.00;50.00;69.97;0.00;1.00
6.050000;4.00;50.00;69.97;0.00;1.00
6.060000;4.00;50.00;69.97;0.00;1.00
6.070000;4.00;50.00;69.97;0.00;1.00
6.080000;4.00;50.00;69.97;0.00;1.00
6.090000;4.00;50.00;69.97;0.00;1.00
6.100000;4.00;50.00;69.97;0.00;1.00
6.110000;4.00;50.00;69.97;0.00;1.00
6.120000;4.00;50.00;69.97;0.00;1.00
6.130000;4.00;50.00;69.97;0.00;1.00
6.140000;4.00;50.00;69.97;0.00;1.00
6.150000;4.00;50.00;69.97;0.00;1.00
6.160000;4.00;50.00;69.97;0.00;1.00
6.170000;4.00;50.00;69.97;0.00;1.00
6.180000;4.00;50.00;69.97;0.00;1.00
6.190000;4.00;50.00;69.97;0.00;1.00
6.200000;4.00;50.00;69.97;0.00;1.00
6.210000;4.00;50.00;69.97;0.00;1.00
6.220000;4.00;50.00;69.97;0.00;1.00
6.230000;4.00;50.00;69.97;0.00;1.00
6.240000;4.00;50.00;69.97;0.00;1.00
6.250000;4.00;50.00;69.97;0.00;1.00
6.260000;4.00;50.00;69.97;0.00;1.00
6.270000;4.00;50.00;69.97;0.00;1.00
6.280000;4.00;50.00;69.97;0.00;1.00
6.290000;4.00;50.00;69.97;0.00;1.00
6.300000;4.00;50.00;69.97;0.00;1.00
6.310000;4.00;50.00;69.97;0.00;1.00
6.320000;4.00;50.00;69.97;0.00;1.00
6.330000;4.00;50.00;69.97;0.00;1.00
6.340000;4.00;50.00;69.97;0.00;1.00
6.350000;4.00;50.00;69.97;0.00;1.00
6.360000;4.00;50.00;69.97;0.00;1.00
6.370000;4.00;50.00;69.97;0.00;1.00
6.380000;4.00;50.00;69.97;0.00;1.00
6.390000;4.00;50.00;69.97;0.00;1.00
6.400000;4.00;50.00;69.97;0.00;1.00
6.410000;4.00;50.00;69.97;0.00;1.00
6.420000;4.00;50.00;69.97;0.00;1.00
6.430000;4.00;50.00;69.97;0.00;1.00
6.440000;4.00;50.00;69.97;0.00;1.00
6.450000;4.00;50.00;69.97;0.00;1.00
6.460000;4.00;50.00;69.97;0.00;1.00
6.470000;4.00;50.00;69.97;0.00;1.00
6.480000;4.00;50.00;69.97;0.00;1.00
6.490000;4.00;50.00;69.97;0.00;1.00
6.500000;4.00;50.00;69.97;0.00;1.00
6.510000;4.00;50.00;69.97;0.00;1.00
6.520000;4.00;50.00;69.97;0.00;1.00
6.530000;4.00;50.00;69.97;0.00;1.00
6.540000;4.00;50.00;69.97;0.00;1.00
6.550000;4.00;50.00;69.97;0.00;1.00
6.560000;4.00;50.00;69.97;0.00;1.00
6.570000;4.00;50.00;69.97;0.00;1.00
6.580000;4.00;50.00;69.97;0.00;1.00
6.590000;4.00;50.00;69.97;0.00;1.00
6.600000;4.00;50.00;69.97;0.00;1.00
6.610000;4.00;50.00;69.97;0.00;1.00
6.620000;4.00;50.00;69.97;0.00;1.00
6.630000;4.00;50.00;69.97;0.00;1.00
6.640000;4.00;50.00;69.97;0.00;1.00
6.650000;4.00;50.00;69.97;0.00;1.00
6.660000;4.00;50.00;69.97;0.00;1.00
6.670000;4.00;50.00;69.97;0.00;1.00
6.680000;4.00;50.00;69.97;0.00;1.00
6.690000;4.00;50.00;69.97;0.00;1.00
6.700000;4.00;50.00;69.97;0.00;1.00
6.710000;4.00;50.00;69.97;0.00;1.00
6.720000;4.00;50.00;69.97;0.00;1.00
6.730000;4.00;50.00;69.96;0.00;1.00
6.740000;4.00;50.00;69.96;0.00;1.00
6.750000;4.00;50.00;69.96;0.00;1.00
6.760000;4.00;50.00;69.96;0.00;1.00
6.770000;4.00;50.00;69.96;0.00;1.00
6.780000;4.00;50.00;69.96;0.00;1.00
6.790000;4.00;50.00;69.96;0.00;1.00
6.800000;4.00;50.00;69.96;0.00;1.00
6.810000;4.00;50.00;69.96;0.00;1.00
6.820000;4.00;50.00;69.96;0.00;1.00
6.830000;4.00;50.00;69.96;0.00;1.00
6.840000;4.00;50.00;69.96;0.00;1.00
6.850000;4.00;50.00;69.96;0.00;1.00
6.860000;4.00;50.00;69.96;0.00;1.00
6.870000;4.00;50.00;69.96;0.00;1.00
6.880000;4.00;50.00;69.96;0.00;1.00
6.890000;4.00;50.00;69.96;0.00;1.00
6.900000;4.00;50.00;69.96;0.00;1.00
6.910000;4.00;50.00;69.96;0.00;1.00
6.920000;4.00;50.00;69.96;0.00;1.00
6.930000;4.00;50.00;69.96;0.00;1.00
6.940000;4.00;50.00;69.96;0.00;1.00
6.950000;4.00;50.00;69.96;0.00;1.00
6.960000;4.00;50.00;69.96;0.00;1.00
6.970000;4.00;50.00;69.96;0.00;1.00
6.980000;4.00;50.00;69.96;0.00;1.00
6.990000;4.00;50.00;69.96;0.00;1.00
7.000000;4.00;50.00;69.96;0.00;1.00
7.010000;4.00;50.00;69.96;0.00;1.00
7.020000;4.00;50.00;69.96;0.00;1.00
7.030000;4.00;50.00;69.96;0.00;1.00
7.040000;4.00;50.00;69.96;0.00;1.00
7.050000;4.00;50.00;69.96;0.00;1.00
7.060000;4.00;50.00;69.96;0.00;1.00
7.070000;4.00;50.00;69.96;0.00;1.00
7.080000;4.00;50.00;69.96;0.00;1.00
7.090000;4.00;50.00;69.96;0.00;1.00
7.100000;4.00;50.00;69.96;0.00;1.00
7.110000;4.00;50.00;69.96;0.00;1.00
7.120000;4.00;50.00;69.96;0.00;1.00
7.130000;4.00;50.00;69.96;0.00;1.00
7.140000;4.00;50.00;69.96;0.00;1.00
7.150000;4.00;50.00;69.96;0.00;1.00
7.160000;4.00;50.00;69.96;0.00;1.00
7.170000;4.00;50.00;69.96;0.00;1.00
7.180000;4.00;50.00;69.96;0.00;1.00
7.190000;4.00;50.00;69.96;0.00;1.00
7.200000;4.00;50.00;69.96;0.00;1.00
7.210000;4.00;50.00;69.96;0.00;1.00
7.220000;4.00;50.00;69.96;0.00;1.00
7.230000;4.00;50.00;69.96;0.00;1.00
7.240000;4.00;50.00;69.96;0.00;1.00
7.250000;4.00;50.00;69.96;0.00;1.00
7.260000;4.00;50.00;69.96;0.00;1.00
7.270000;4.00;50.00;69.96;0.00;1.00
7.280000;4.00;50.00;69.96;0.00;1.00
7.290000;4.00;50.00;69.96;0.00;1.00
7.300000;4.00;50.00;69.96;0.00;1.00
7.310000;4.00;50.00;69.96;0.00;1.00
7.320000;4.00;50.00;69.96;0.00;1.00
7.330000;4.00;50.00;69.96;0.00;1.00
7.340000;4.00;50.00;69.96;0.00;1.00
7.350000;4.00;50.00;69.96;0.00;1.00
7.360000;4.00;50.00;69.96;0.00;1.00
7.370000;4.00;50.00;69.96;0.00;1.00
7.380000;4.00;50.00;69.96;0.00;1.00
7.390000;4.00;50.00;69.96;0.00;1.00
7.400000;4.00;50.00;69.96;0.00;1.00
7.410000;4.00;50.00;69.96;0.00;1.00
7.420000;4.00;50.00;69.96;0.00;1.00
7.430000;4.00;50.00;69.96;0.00;1.00
7.440000;4.00;50.00;69.96;0.00;1.00
7.450000;4.00;50.00;69.96;0.00;1.00
7.460000;4.00;50.00;69.96;0.00;1.00
7.470000;4.00;50.00;69.96;0.00;1.00
7.480000;4.00;50.00;69.96;0.00;1.00
7.490000;4.00;50.00;69.96;0.00;1.00
7.500000;4.00;50.00;69.96;0.00;1.00
7.510000;4.00;50.00;69.96;0.00;1.00
7.520000;4.00;50.00;69.96;0.00;1.00
7.530000;4.00;50.00;69.96;0.00;1.00
7.540000;4.00;50.00;69.96;0.00;1.00
7.550000;4.00;50.00;69.96;0.00;1.00
7.560000;4.00;50.00;69.96;0.00;1.00
7.570000;4.00;50.00;69.96;0.00;1.00
7.580000;4.00;50.00;69.96;0.00;1.00
7.590000;4.00;50.00;69.96;0.00;1.00
7.600000;4.00;50.00;69.96;0.00;1.00
7.610000;4.00;50.00;69.96;0.00;1.00
7.620000;4.00;50.00;69.96;0.00;1.00
7.630000;4.00;50.00;69.96;0.00;1.00
7.640000;4.00;50.00;69.96;0.00;1.00
7.650000;4.00;50.00;69.96;0.00;1.00
7.660000;4.00;50.00;69.96;0.00;1.00
7.670000;4.00;50.00;69.96;0.00;1.00
7.680000;4.00;50.00;69.95;0.00;1.00
7.690000;4.00;50.00;69.95;0.00;1.00
7.700000;4.00;50.00;69.95;0.00;1.00
7.710000;4.00;50.00;69.95;0.00;1.00
7.720000;4.00;50.00;69.95;0.00;1.00
7.730000;4.00;50.00;69.95;0.00;1.00
7.740000;4.00;50.00;69.95;0.00;1.00
7.750000;4.00;50.00;69.95;0.00;1.00
7.760000;4.00;50.00;69.95;0.00;1.00
7.770000;4.00;50.00;69.95;0.00;1.00
7.780000;4.00;50.00;69.95;0.00;1.00
7.790000;4.00;50.00;69.95;0.00;1.00
7.800000;4.00;50.00;69.95;0.00;1.00
7.810000;4.00;50.00;69.95;0.00;1.00
7.820000;4.00;50.00;69.95;0.00;1.00
7.830000;4.00;50.00;69.95;0.00;1.00
7.840000;4.00;50.00;69.95;0.00;1.00
7.850000;4.00;50.00;69.95;0.00;1.00
7.860000;4.00;50.00;69.95;0.00;1.00
7.870000;4.00;50.00;69.95;0.00;1.00
7.880000;4.00;50.00;69.95;0.00;1.00
7.890000;4.00;50.00;69.95;0.00;1.00
7.900000;4.00;50.00;69.95;0.00;1.00
7.910000;4.00;50.00;69.95;0.00;1.00
7.920000;4.00;50.00;69.95;0.00;1.00
7.930000;4.00;50.00;69.95;0.00;1.00
7.940000;4.00;50.00;69.95;0.00;1.00
7.950000;4.00;50.00;69.95;0.00;1.00
7.960000;4.00;50.00;69.95;0.00;1.00
7.970000;4.00;50.00;69.95;0.00;1.00
7.980000;4.00;50.00;69.95;0.00;1.00
7.990000;4.00;50.00;69.95;0.00;1.00
8.000000;4.00;50.00;69.95;0.00;1.00
8.010000;4.00;50.00;69.95;0.00;1.00
8.020000;4.00;50.00;69.95;0.00;1.00
8.030000;4.00;50.00;69.95;0.00;1.00
8.040000;4.00;50.00;69.95;0.00;1.00
8.050000;4.00;50.00;69.95;0.00;1.00
8.060000;4.00;50.00;69.95;0.00;1.00
8.070000;4.00;50.00;69.95;0.00;1.00
8.080000;4.00;50.00;69.95;0.00;1.00
8.090000;4.00;50.00;69.95;0.00;1.00
8.100000;4.00;50.00;69.95;0.00;1.00
8.110000;4.00;50.00;69.95;0.00;1.00
8.120000;4.00;50.00;69.95;0.00;1.00
8.130000;4.00;50.00;69.95;0.00;1.00
8.140000;4.00;50.00;69.95;0.00;1.00
8.150000;4.00;50.00;69.95;0.00;1.00
8.160000;4.00;50.00;69.95;0.00;1.00
8.170000;4.00;50.00;69.95;0.00;1.00
8.180000;4.00;50.00;69.95;0.00;1.00
8.190000;4.00;50.00;69.95;0.00;1.00
8.200000;4.00;50.00;69.95;0.00;1.00
8.210000;4.00;50.00;69.95;0.00;1.00
8.220000;4.00;50.00;69.95;0.00;1.00
8.230000;4.00;50.00;69.95;0.00;1.00
8.240000;4.00;50.00;69.95;0.00;1.00
8.250000;4.00;50.00;69.95;0.00;1.00
8.260000;4.00;50.00;69.95;0.00;1.00
8.270000;4.00;50.00;69.95;0.00;1.00
8.280000;4.00;50.00;69.95;0.00;1.00
8.290000;4.00;50.00;69.95;0.00;1.00
8.300000;4.00;50.00;69.95;0.00;1.00
8.310000;4.00;50.00;69.95;0.00;1.00
8.320000;4.00;50.00;69.95;0.00;1.00
8.330000;4.00;50.00;69.95;0.00;1.00
8.340000;4.00;50.00;69.95;0.00;1.00
8.350000;4.00;50.00;69.95;0.00;1.00
8.360000;4.00;50.00;69.95;0.00;1.00
8.370000;4.00;50.00;69.95;0.00;1.00
8.380000;4.00;50.00;69.95;0.00;1.00
8.390000;4.00;50.00;69.95;0.00;1.00
8.400000;4.00;50.00;69.95;0.00;1.00
8.410000;4.00;50.00;69.95;0.00;1.00
8.420000;4.00;50.00;69.95;0.00;1.00
8.430000;4.00;50.00;69.95;0.00;1.00
8.440000;4.00;50.00;69.95;0.00;1.00
8.450000;4.00;50.00;69.95;0.00;1.00
8.460000;4.00;50.00;69.95;0.00;1.00
8.470000;4.00;50.00;69.95;0.00;1.00
8.480000;4.00;50.00;69.95;0.00;1.00
8.490000;4.00;50.00;69.95;0.00;1.00
8.500000;4.00;50.00;69.95;0.00;1.00
8.510000;4.00;50.00;69.95;0.00;1.00
8.520000;4.00;50.00;69.95;0.00;1.00
8.530000;4.00;50.00;69.95;0.00;1.00
8.540000;4.00;50.00;69.95;0.00;1.00
8.550000;4.00;50.00;69.95;0.00;1.00
8.560000;4.00;50.00;69.95;0.00;1.00
8.570000;4.00;50.00;69.95;0.00;1.00
8.580000;4.00;50.00;69.95;0.00;1.00
8.590000;4.00;50.00;69.95;0.00;1.00
8.600000;4.00;50.00;69.95;0.00;1.00
8.610000;4.00;50.00;69.94;0.00;1.00
8.620000;4.00;50.00;69.94;0.00;1.00
8.630000;4.00;50.00;69.94;0.00;1.00
8.640000;4.00;50.00;69.94;0.00;1.00
8.650000;4.00;50.00;69.94;0.00;1.00
8.660000;4.00;50.00;69.94;0.00;1.00
8.670000;4.00;50.00;69.94;0.00;1.00
8.680000;4.00;50.00;69.94;0.00;1.00
8.690000;4.00;50.00;69.94;0.00;1.00
8.700000;4.00;50.00;69.94;0.00;1.00
8.710000;4.00;50.00;69.94;0.00;1.00
8.720000;4.00;50.00;69.94;0.00;1.00
8.730000;4.00;50.00;69.94;0.00;1.00
8.740000;4.00;50.00;69.94;0.00;1.00
8.750000;4.00;50.00;69.94;0.00;1.00
8.760000;4.00;50.00;69.94;0.00;1.00
8.770000;4.00;50.00;69.94;0.00;1.00
8.780000;4.00;50.00;69.94;0.00;1.00
8.790000;4.00;50.00;69.94;0.00;1.00
8.800000;4.00;50.00;69.94;0.00;1.00
8.810000;4.00;50.00;69.94;0.00;1.00
8.820000;4.00;50.00;69.94;0.00;1.00
8.830000;4.00;50.00;69.94;0.00;1.00
8.840000;4.00;50.00;69.94;0.00;1.00
8.850000;4.00;50.00;69.94;0.00;1.00
8.860000;4.00;50.00;69.94;0.00;1.00
8.870000;4.00;50.00;69.94;0.00;1.00
8.880000;4.00;50.00;69.94;0.00;1.00
8.890000;4.00;50.00;69.94;0.00;1.00
8.900000;4.00;50.00;69.94;0.00;1.00
8.910000;4.00;50.00;69.94;0.00;1.00
8.920000;4.00;50.00;69.94;0.00;1.00
8.930000;4.00;50.00;69.94;0.00;1.00
8.940000;4.00;50.00;69.94;0.00;1.00
8.950000;4.00;50.00;69.94;0.00;1.00
8.960000;4.00;50.00;69.94;0.00;1.00
8.970000;4.00;50.00;69.94;0.00;1.00
8.980000;4.00;50.00;69.94;0.00;1.00
8.990000;4.00;50.00;69.94;0.00;1.00
9.000000;4.00;50.00;69.94;0.00;1.00
9.010000;4.00;50.00;69.94;0.00;1.00
9.020000;4.00;50.00;69.94;0.00;1.00
9.030000;4.00;50.00;69.94;0.00;1.00
9.040000;4.00;50.00;69.94;0.00;1.00
9.050000;4.00;50.00;69.94;0.00;1.00
9.060000;4.00;50.00;69.94;0.00;1.00
9.070000;4.00;50.00;69.94;0.00;1.00
9.080000;4.00;50.00;69.94;0.00;1.00
9.090000;4.00;50.00;69.94;0.00;1.00
9.100000;4.00;50.00;69.94;0.00;1.00
9.110000;4.00;50.00;69.94;0.00;1.00
9.120000;4.00;50.00;69.94;0.00;1.00
9.130000;4.00;50.00;69.94;0.00;1.00
9.140000;4.00;50.00;69.94;0.00;1.00
9.150000;4.00;50.00;69.94;0.00;1.00
9.160000;4.00;50.00;69.94;0.00;1.00
9.170000;4.00;50.00;69.94;0.00;1.00
9.180000;4.00;50.00;69.94;0.00;1.00
9.190000;4.00;50.00;69.94;0.00;1.00
9.200000;4.00;50.00;69.94;0.00;1.00
9.210000;4.00;50.00;69.94;0.00;1.00
9.220000;4.00;50.00;69.94;0.00;1.00
9.230000;4.00;50.00;69.94;0.00;1.00
9.240000;4.00;50.00;69.94;0.00;1.00
9.250000;4.00;50.00;69.94;0.00;1.00
9.260000;4.00;50.00;69.94;0.00;1.00
9.270000;4.00;50.00;69.94;0.00;1.00
9.280000;4.00;50.00;69.94;0.00;1.00
9.290000;4.00;50.00;69.94;0.00;1.00
9.300000;4.00;50.00;69.94;0.00;1.00
9.310000;4.00;50.00;69.94;0.00;1.00
9.320000;4.00;50.00;69.94;0.00;1.00
9.330000;4.00;50.00;69.94;0.00;1.00
9.340000;4.00;50.00;69.94;0.00;1.00
9.350000;4.00;50.00;69.94;0.00;1.00
9.360000;4.00;50.00;69.94;0.00;1.00
9.370000;4.00;50.00;69.94;0.00;1.00
9.380000;4.00;50.00;69.94;0.00;1.00
9.390000;4.00;50.00;69.94;0.00;1.00
9.400000;4.00;50.00;69.94;0.00;1.00
9.410000;4.00;50.00;69.94;0.00;1.00
9.420000;4.00;50.00;69.94;0.00;1.00
9.430000;4.00;50.00;69.94;0.00;1.00
9.440000;4.00;50.00;69.94;0.00;1.00
9.450000;4.00;50.00;69.94;0.00;1.00
9.460000;4.00;50.00;69.94;0.00;1.00
9.470000;4.00;50.00;69.94;0.00;1.00
9.480000;4.00;50.00;69.94;0.00;1.00
9.490000;4.00;50.00;69.94;0.00;1.00
9.500000;4.00;50.00;69.94;0.00;1.00
9.510000;4.00;50.00;69.94;0.00;1.00
9.520000;4.00;50.00;69.94;0.00;1.00
9.530000;4.00;50.00;69.93;0.00;1.00
9.540000;4.00;50.00;69.93;0.00;1.00
9.550000;4.00;50.00;69.93;0.00;1.00
9.560000;4.00;50.00;69.93;0.00;1.00
9.570000;4.00;50.00;69.93;0.00;1.00
9.580000;4.00;50.00;69.93;0.00;1.00
9.590000;4.00;50.00;69.93;0.00;1.00
9.600000;4.00;50.00;69.93;0.00;1.00
9.610000;4.00;50.00;69.93;0.00;1.00
9.620000;4.00;50.00;69.93;0.00;1.00
9.630000;4.00;50.00;69.93;0.00;1.00
9.640000;4.00;50.00;69.93;0.00;1.00
9.650000;4.00;50.00;69.93;0.00;1.00
9.660000;4.00;50.00;69.93;0.00;1.00
9.670000;4.00;50.00;69.93;0.00;1.00
9.680000;4.00;50.00;69.93;0.00;1.00
9.690000;4.00;50.00;69.93;0.00;1.00
9.700000;4.00;50.00;69.93;0.00;1.00
9.710000;4.00;50.00;69.93;0.00;1.00
9.720000;4.00;50.00;69.93;0.00;1.00
9.730000;4.00;50.00;69.93;0.00;1.00
9.740000;4.00;50.00;69.93;0.00;1.00
9.750000;4.00;50.00;69.93;0.00;1.00
9.760000;4.00;50.00;69.93;0.00;1.00
9.770000;4.00;50.00;69.93;0.00;1.00
9.780000;4.00;50.00;69.93;0.00;1.00
9.790000;4.00;50.00;69.93;0.00;1.00
9.800000;4.00;50.00;69.93;0.00;1.00
9.810000;4.00;50.00;69.93;0.00;1.00
9.820000;4.00;50.00;69.93;0.00;1.00
9.830000;4.00;50.00;69.93;0.00;1.00
9.840000;4.00;50.00;69.93;0.00;1.00
9.850000;4.00;50.00;69.93;0.00;1.00
9.860000;4.00;50.00;69.93;0.00;1.00
9.870000;4.00;50.00;69.93;0.00;1.00
9.880000;4.00;50.00;69.93;0.00;1.00
9.890000;4.00;50.00;69.93;0.00;1.00
9.900000;4.00;50.00;69.93;0.00;1.00
9.910000;4.00;50.00;69.93;0.00;1.00
9.920000;4.00;50.00;69.93;0.00;1.00
9.930000;4.00;50.00;69.93;0.00;1.00
9.940000;4.00;50.00;69.93;0.00;1.00
9.950000;4.00;50.00;69.93;0.00;1.00
9.960000;4.00;50.00;69.93;0.00;1.00
9.970000;4.00;50.00;69.93;0.00;1.00
9.980000;4.00;50.00;69.93;0.00;1.00
9.990000;4.00;50.00;69.93;0.00;1.00
10.000000;4.00;50.00;69.93;0.00;1.00
10.010000;4.00;50.00;69.93;0.00;1.00
10.020000;4.00;50.00;69.93;0.00;1.00
10.030000;4.00;50.00;69.93;0.00;1.00
10.040000;4.00;50.00;69.93;0.00;1.00
10.050000;4.00;50.00;69.93;0.00;1.00
10.060000;4.00;50.00;69.93;0.00;1.00
10.070000;4.00;50.00;69.93;0.00;1.00
10.080000;4.00;50.00;69.93;0.00;1.00
10.090000;4.00;50.00;69.93;0.00;1.00
10.100000;4.00;50.00;69.93;0.00;1.00
10.110000;4.00;50.00;69.93;0.00;1.00
10.120000;4.00;50.00;69.93;0.00;1.00
10.130000;4.00;50.00;69.93;0.00;1.00
10.140000;4.00;50.00;69.93;0.00;1.00
10.150000;4.00;50.00;69.93;0.00;1.00
10.160000;4.00;50.00;69.93;0.00;1.00
10.170000;4.00;50.00;69.93;0.00;1.00
10.180000;4.00;50.00;69.93;0.00;1.00
10.190000;4.00;50.00;69.93;0.00;1.00
10.200000;4.00;50.00;69.93;0.00;1.00
10.210000;4.00;50.00;69.93;0.00;1.00
10.220000;4.00;50.00;69.93;0.00;1.00
10.230000;4.00;50.00;69.93;0.00;1.00
10.240000;4.00;50.00;69.93;0.00;1.00
10.250000;4.00;50.00;69.93;0.00;1.00
10.260000;4.00;50.00;69.93;0.00;1.00
10.270000;4.00;50.00;69.93;0.00;1.00
10.280000;4.00;50.00;69.93;0.00;1.00
10.290000;4.00;50.00;69.93;0.00;1.00
10.300000;4.00;50.00;69.93;0.00;1.00
10.310000;4.00;50.00;69.93;0.00;1.00
10.320000;4.00;50.00;69.93;0.00;1.00
10.330000;4.00;50.00;69.93;0.00;1.00
10.340000;4.00;50.00;69.93;0.00;1.00
10.350000;4.00;50.00;69.93;0.00;1.00
10.360000;4.00;50.00;69.93;0.00;1.00
10.370000;4.00;50.00;69.93;0.00;1.00
10.380000;4.00;50.00;69.93;0.00;1.00
10.390000;4.00;50.00;69.93;0.00;1.00
10.400000;4.00;50.00;69.93;0.00;1.00
10.410000;4.00;50.00;69.93;0.00;1.00
10.420000;4.00;50.00;69.93;0.00;1.00
10.430000;4.00;50.00;69.93;0.00;1.00
10.440000;4.00;50.00;69.92;0.00;1.00
10.450000;4.00;50.00;69.92;0.00;1.00
10.460000;4.00;50.00;69.92;0.00;1.00
10.470000;4.00;50.00;69.92;0.00;1.00
10.480000;4.00;50.00;69.92;0.00;1.00
10.490000;4.00;50.00;69.92;0.00;1.00
10.500000;4.00;50.00;69.92;0.00;1.00
10.510000;4.00;50.00;69.92;0.00;1.00
10.520000;4.00;50.00;69.92;0.00;1.00
10.530000;4.00;50.00;69.92;0.00;1.00
10.540000;4.00;50.00;69.92;0.00;1.00
10.550000;4.00;50.00;69.92;0.00;1.00
10.560000;4.00;50.00;69.92;0.00;1.00
10.570000;4.00;50.00;69.92;0.00;1.00
10.580000;4.00;50.00;69.92;0.00;1.00
10.590000;4.00;50.00;69.92;0.00;1.00
10.600000;4.00;50.00;69.92;0.00;1.00
10.610000;4.00;50.00;69.92;0.00;1.00
10.620000;4.00;50.00;69.92;0.00;1.00
10.630000;4.00;50.00;69.92;0.00;1.00
10.640000;4.00;50.00;69.92;0.00;1.00
10.650000;4.00;50.00;69.92;0.00;1.00
10.660000;4.00;50.00;69.92;0.00;1.00
10.670000;4.00;50.00;69.92;0.00;1.00
10.680000;4.00;50.00;69.92;0.00;1.00
10.690000;4.00;50.00;69.92;0.00;1.00
10.700000;4.00;50.00;69.92;0.00;1.00
10.710000;4.00;50.00;69.92;0.00;1.00
10.720000;4.00;50.00;69.92;0.00;1.00
10.730000;4.00;50.00;69.92;0.00;1.00
10.740000;4.00;50.00;69.92;0.00;1.00
10.750000;4.00;50.00;69.92;0.00;1.00
10.760000;4.00;50.00;69.92;0.00;1.00
10.770000;4.00;50.00;69.92;0.00;1.00
10.780000;4.00;50.00;69.92;0.00;1.00
10.790000;4.00;50.00;69.92;0.00;1.00
10.800000;4.00;50.00;69.92;0.00;1.00
10.810000;4.00;50.00;69.92;0.00;1.00
10.820000;4.00;50.00;69.92;0.00;1.00
10.830000;4.00;50.00;69.92;0.00;1.00
10.840000;4.00;50.00;69.92;0.00;1.00
10.850000;4.00;50.00;69.92;0.00;1.00
10.860000;4.00;50.00;69.92;0.00;1.00
10.870000;4.00;50.00;69.92;0.00;1.00
10.880000;4.00;50.00;69.92;0.00;1.00
10.890000;4.00;50.00;69.92;0.00;1.00
10.900000;4.00;50.00;69.92;0.00;1.00
10.910000;4.00;50.00;69.92;0.00;1.00
10.920000;4.00;50.00;69.92;0.00;1.00
10.930000;4.00;50.00;69.92;0.00;1.00
10.940000;4.00;50.00;69.92;0.00;1.00
10.950000;4.00;50.00;69.92;0.00;1.00
10.960000;4.00;50.00;69.92;0.00;1.00
10.970000;4.00;50.00;69.92;0.00;1.00
10.980000;4.00;50.00;69.92;0.00;1.00
10.990000;4.00;50.00;69.92;0.00;1.00
